id,refseq,gene,chrom,start,end
481,K13683,K13683,,,
482,K03818,K03818,,,
483,K01711,K01711,,,
484,K02377,K02377,,,
485,K03207,K03207,,,
486,K03208,K03208,,,
487,K00971,K00971,,,
488,K01840,K01840,,,
489,K03606,K03606,,,
490,K16695,K16695,,,
491,K16710,K16710,,,
492,K16703,K16703,,,
493,K16711,K16711,,,
495,K00963,K00963,,,
503,K00033,K00033,,,
504,K01710,K01710,,,
505,K00973,K00973,,,
506,K00012,K00012,,,
507,K08679,K08679,,,
508,K05789,K05789,,,
509,K11755,K11755,,,
510,K02500,K02500,,,
511,K01814,K01814,,,
512,K02501,K02501,,,
513,K01089,K01089,,,
514,K00817,K00817,,,
515,K00013,K00013,,,
516,K00765,K00765,,,
520,K01141,K01141,,,
521,K07258,K07258,,,
522,K07470,K07470,,,
524,K09802,K09802,,,
528,K01241,K01241,,,
529,K08172,K08172,,,
530,K12973,K12973,,,
536,K16291,K16291,,,
538,K19338,K19338,,,
539,K13635,K13635,,,
540,K05517,K05517,,,
541,K01081,K01081,,,
545,K17733,K17733,,,
547,K02014,K02014,,,
548,K03897,K03897,,,
549,K03895,K03895,,,
550,K03896,K03896,,,
551,K03894,K03894,,,
553,K09933,K09933,,,
555,K02020,K02020,,,
556,K03288,K03288,,,
559,K01676,K01676,,,
560,K11106,K11106,,,
561,K00244,K00244,,,
563,K07703,K07703,,,
564,K07701,K07701,,,
567,K06950,K06950,,,
568,K00558,K00558,,,
569,K07458,K07458,,,
571,K09781,K09781,,,
574,K07026,K07026,,,
577,K07781,K07781,,,
578,K02421,K02421,,,
579,K02420,K02420,,,
580,K02419,K02419,,,
581,K02418,K02418,,,
582,K02417,K02417,,,
583,K02416,K02416,,,
584,K02415,K02415,,,
585,K02414,K02414,,,
586,K02413,K02413,,,
587,K02412,K02412,,,
588,K02411,K02411,,,
589,K02410,K02410,,,
590,K02409,K02409,,,
591,K02408,K02408,,,
593,K01176,K01176,,,
594,K02423,K02423,,,
595,K02422,K02422,,,
596,K02407,K02407,,,
600,K07483,K07483,,,
601,K02405,K02405,,,
602,K02425,K02425,,,
603,K02424,K02424,,,
604,K05396,K05396,,,
605,K10009,K10009,,,
606,K10010,K10010,,,
607,K07782,K07782,,,
609,K07689,K07689,,,
610,K03703,K03703,,,
611,K00995,K00995,,,
624,K10762,K10762,,,
636,K03791,K03791,,,
665,K06926,K06926,,,
669,K03566,K03566,,,
671,K01996,K01996,,,
672,K01995,K01995,,,
673,K01998,K01998,,,
674,K01997,K01997,,,
675,K01999,K01999,,,
676,K07039,K07039,,,
677,K03834,K03834,,,
679,K02217,K02217,,,
684,K07792,K07792,,,
687,K10537,K10537,,,
688,K10539,K10539,,,
689,K10538,K10538,,,
690,K01087,K01087,,,
691,K00697,K00697,,,
692,K14064,K14064,,,
693,K02403,K02403,,,
694,K02402,K02402,,,
695,K02556,K02556,,,
696,K02557,K02557,,,
697,K03407,K03407,,,
698,K03408,K03408,,,
702,K07346,K07346,,,
703,K07347,K07347,,,
706,K05877,K05877,,,
707,K00575,K00575,,,
708,K03412,K03412,,,
709,K03413,K03413,,,
710,K03414,K03414,,,
711,K02401,K02401,,,
712,K02400,K02400,,,
713,K03516,K03516,,,
714,K16210,K16210,,,
715,K15532,K15532,,,
716,K01887,K01887,,,
717,K09907,K09907,,,
718,K06201,K06201,,,
719,K15257,K15257,,,
720,K15256,K15256,,,
721,K07136,K07136,,,
724,K01876,K01876,,,
725,K08310,K08310,,,
727,K01159,K01159,,,
728,K03550,K03550,,,
729,K03551,K03551,,,
730,K09816,K09816,,,
731,K09817,K09817,,,
732,K09815,K09815,,,
733,K19304,K19304,,,
734,K02560,K02560,,,
735,K00873,K00873,,,
736,K19337,K19337,,,
737,K00036,K00036,,,
738,K01690,K01690,,,
739,K01625,K01625,,,
740,K08289,K08289,,,
742,K01354,K01354,,,
743,K10857,K10857,,,
745,K02345,K02345,,,
746,K07156,K07156,,,
747,K07245,K07245,,,
750,K09824,K09824,,,
751,K07313,K07313,,,
753,K11392,K11392,,,
755,K03808,K03808,,,
756,K07170,K07170,,,
757,K03607,K03607,,,
758,K03797,K03797,,,
759,K03799,K03799,,,
760,K08169,K08169,,,
761,K19333,K19333,,,
766,K03704,K03704,,,
767,K03587,K03587,,,
768,K00563,K00563,,,
771,K02796,K02796,,,
772,K02795,K02795,,,
773,K02793,K02793,,,
773,K02794,K02794,,,
776,K01752,K01752,,,
778,K01665,K01665,,,
779,K09917,K09917,,,
781,K03722,K03722,,,
782,K14742,K14742,,,
783,K07285,K07285,,,
784,K01897,K01897,,,
785,K03684,K03684,,,
786,K03608,K03608,,,
787,K03609,K03609,,,
788,K03610,K03610,,,
789,K09902,K09902,,,
791,K09160,K09160,,,
792,K03611,K03611,,,
793,K03314,K03314,,,
794,K03603,K03603,,,
797,K00285,K00285,,,
798,K01775,K01775,,,
799,K11105,K11105,,,
800,K01297,K01297,,,
801,K08308,K08308,,,
804,K01194,K01194,,,
806,K00134,K00134,,,
809,K11906,K11906,,,
810,K11893,K11893,,,
811,K11892,K11892,,,
812,K11891,K11891,,,
813,K11890,K11890,,,
814,K11902,K11902,,,
815,K11901,K11901,,,
816,K11900,K11900,,,
819,K11903,K11903,,,
822,K07169,K07169,,,
825,K11898,K11898,,,
826,K11897,K11897,,,
827,K11896,K11896,,,
828,K11895,K11895,,,
829,K11907,K11907,,,
833,K11904,K11904,,,
838,K06942,K06942,,,
839,K01056,K01056,,,
843,K00948,K00948,,,
844,K00919,K00919,,,
845,K02494,K02494,,,
846,K02492,K02492,,,
847,K02835,K02835,,,
848,K02493,K02493,,,
851,K01627,K01627,,,
852,K07300,K07300,,,
853,K06197,K06197,,,
854,K07232,K07232,,,
856,K03406,K03406,,,
857,K06039,K06039,,,
859,K15576,K15576,,,
860,K15577,K15577,,,
861,K15578,K15578,,,
862,K00362,K00362,,,
863,K00372,K00372,,,
865,K07684,K07684,,,
866,K07673,K07673,,,
867,K02575,K02575,,,
868,K00370,K00370,,,
869,K00371,K00371,,,
870,K00373,K00373,,,
871,K00374,K00374,,,
873,K01433,K01433,,,
874,K09858,K09858,,,
875,K07001,K07001,,,
876,K02485,K02485,,,
878,K03746,K03746,,,
879,K00857,K00857,,,
880,K04072,K04072,,,
883,K15580,K15580,,,
884,K15581,K15581,,,
885,K15582,K15582,,,
886,K15583,K15583,,,
887,K10823,K10823,,,
888,K10716,K10716,,,
889,K09901,K09901,,,
890,K06131,K06131,,,
892,K11250,K11250,,,
893,K09780,K09780,,,
894,K03832,K03832,,,
895,K10806,K10806,,,
896,K19611,K19611,,,
897,K06190,K06190,,,
900,K07275,K07275,,,
902,K07112,K07112,,,
903,K01695,K01695,,,
904,K01696,K01696,,,
905,K13498,K13498,,,
906,K13497,K13497,,,
907,K01657,K01657,,,
908,K07053,K07053,,,
911,K11811,K11811,,,
912,K03893,K03893,,,
921,K06178,K06178,,,
922,K19221,K19221,,,
924,K04774,K04774,,,
926,K03168,K03168,,,
927,K13634,K13634,,,
931,K01681,K01681,,,
932,K01497,K01497,,,
933,K01096,K01096,,,
934,K08992,K08992,,,
936,K01591,K01591,,,
937,K03113,K03113,,,
938,K04062,K04062,,,
941,K13816,K13816,,,
942,K14051,K14051,,,
943,K01147,K01147,,,
945,K00208,K00208,,,
950,K19230,K19230,,,
951,K19229,K19229,,,
952,K19228,K19228,,,
953,K19227,K19227,,,
954,K19226,K19226,,,
955,K03974,K03974,,,
956,K03969,K03969,,,
957,K03970,K03970,,,
958,K03973,K03973,,,
959,K03971,K03971,,,
960,K00690,K00690,,,
961,K02027,K02027,,,
962,K02025,K02025,,,
963,K02026,K02026,,,
967,K04844,K04844,,,
968,K01838,K01838,,,
969,K10112,K10112,,,
970,K14053,K14053,,,
972,K06918,K06918,,,
973,K08990,K08990,,,
974,K03721,K03721,,,
975,K11065,K11065,,,
977,K14054,K14054,,,
985,K16074,K16074,,,
986,K05591,K05591,,,
987,K14058,K14058,,,
990,K14062,K14062,,,
991,K03737,K03737,,,
992,K00137,K00137,,,
1003,K09936,K09936,,,
1006,K07119,K07119,,,
1007,K13654,K13654,,,
1010,K11738,K11738,,,
1017,K02030,K02030,,,
1019,K02029,K02029,,,
1020,K02028,K02028,,,
1022,K11208,K11208,,,
1023,K01821,K01821,,,
1024,K02517,K02517,,,
1027,K02355,K02355,,,
1030,K00675,K00675,,,
1037,K08167,K08167,,,
1042,K08348,K08348,,,
1044,K08349,K08349,,,
1045,K08350,K08350,,,
1047,K08156,K08156,,,
1048,K03885,K03885,,,
1050,K13953,K13953,,,
1052,K00027,K00027,,,
1053,K02972,K02972,,,
1058,K04063,K04063,,,
1066,K08641,K08641,,,
1070,K00847,K00847,,,
1071,K16077,K16077,,,
1073,K01193,K01193,,,
1074,K03484,K03484,,,
1078,K03805,K03805,,,
1081,K03182,K03182,,,
1090,K06044,K06044,,,
1091,K02438,K02438,,,
1105,K00598,K00598,,,
1108,K02483,K02483,,,
1111,K13409,K13409,,,
1112,K13408,K13408,,,
1117,K08994,K08994,,,
1118,K00041,K00041,,,
1122,K01425,K01425,,,
1123,K05874,K05874,,,
1124,K08324,K08324,,,
1128,K08159,K08159,,,
1130,K05595,K05595,,,
1131,K03712,K03712,,,
1132,K13632,K13632,,,
1133,K13630,K13630,,,
1134,K15268,K15268,,,
1137,K11963,K11963,,,
1138,K11962,K11962,,,
1139,K11961,K11961,,,
1140,K11960,K11960,,,
1141,K11959,K11959,,,
1142,K00549,K00549,,,
1144,K13633,K13633,,,
1149,K05782,K05782,,,
1150,K07506,K07506,,,
1153,K12368,K12368,,,
1154,K01258,K01258,,,
1155,K16868,K16868,,,
1156,K03304,K03304,,,
1158,K03817,K03817,,,
1163,K03929,K03929,,,
1166,K05876,K05876,,,
1167,K00121,K00121,,,
1179,K12542,K12542,,,
1180,K12541,K12541,,,
1182,K12543,K12543,,,
1183,K02444,K02444,,,
1185,K12262,K12262,,,
1186,K07248,K07248,,,
1191,K03578,K03578,,,
1192,K01118,K01118,,,
1193,K06177,K06177,,,
1194,K09912,K09912,,,
1203,K00574,K00574,,,
1204,K09701,K09701,,,
1212,K02617,K02617,,,
1213,K02616,K02616,,,
1214,K01912,K01912,,,
1215,K02615,K02615,,,
1216,K02614,K02614,,,
1217,K00074,K00074,,,
1218,K15866,K15866,,,
1219,K01692,K01692,,,
1220,K02613,K02613,,,
1221,K02612,K02612,,,
1222,K02611,K02611,,,
1223,K02610,K02610,,,
1224,K02609,K02609,,,
1225,K02618,K02618,,,
1229,K00276,K00276,,,
1232,K00146,K00146,,,
1233,K14063,K14063,,,
1234,K09978,K09978,,,
1237,K03778,K03778,,,
1239,K08995,K08995,,,
1240,K00117,K00117,,,
1242,K03837,K03837,,,
1244,K15496,K15496,,,
1245,K15495,K15495,,,
1246,K16088,K16088,,,
1248,K01284,K01284,,,
1249,K16066,K16066,,,
1251,K11932,K11932,,,
1253,K00040,K00040,,,
1255,K01812,K01812,,,
1256,K08173,K08173,,,
1257,K08322,K08322,,,
1258,K08323,K08323,,,
1259,K09771,K09771,,,
1261,K00657,K00657,,,
1263,K00737,K00737,,,
1265,K07309,K07309,,,
1267,K07312,K07312,,,
1269,K09918,K09918,,,
1271,K19271,K19271,,,
1273,K06889,K06889,,,
1280,K03281,K03281,,,
1281,K01935,K01935,,,
1282,K15545,K15545,,,
1284,K08224,K08224,,,
1285,K01299,K01299,,,
1287,K04775,K04775,,,
1288,K11742,K11742,,,
1289,K11743,K11743,,,
1290,K11744,K11744,,,
1293,K06998,K06998,,,
1296,K03502,K03502,,,
1297,K01273,K01273,,,
1298,K06136,K06136,,,
1299,K06137,K06137,,,
1300,K06138,K06138,,,
1301,K06139,K06139,,,
1303,K05358,K05358,,,
1304,K03503,K03503,,,
1309,K14057,K14057,,,
1310,K12940,K12940,,,
1311,K12941,K12941,,,
1312,K12942,K12942,,,
1313,K00567,K00567,,,
1314,K01420,K01420,,,
1315,K14055,K14055,,,
1317,K00325,K00325,,,
1318,K00324,K00324,,,
1320,K03758,K03758,,,
1321,K13938,K13938,,,
1323,K07661,K07661,,,
1327,K07639,K07639,,,
1328,K10748,K10748,,,
1329,K01679,K01679,,,
1331,K01809,K01809,,,
1333,K16136,K16136,,,
1369,K07474,K07474,,,
1390,K02315,K02315,,,
1407,K14155,K14155,,,
1408,K01488,K01488,,,
1413,K03617,K03617,,,
1414,K03616,K03616,,,
1415,K03615,K03615,,,
1416,K03614,K03614,,,
1417,K03612,K03612,,,
1418,K03613,K03613,,,
1419,K10773,K10773,,,
1421,K00799,K00799,,,
1423,K01866,K01866,,,
1424,K00275,K00275,,,
1426,K09001,K09001,,,
1427,K06077,K06077,,,
1429,K06075,K06075,,,
1433,K04565,K04565,,,
1435,K06938,K06938,,,
1436,K03760,K03760,,,
1437,K16137,K16137,,,
1438,K10680,K10680,,,
1439,K01759,K01759,,,
1440,K03683,K03683,,,
1441,K07390,K07390,,,
1442,K19303,K19303,,,
1443,K04564,K04564,,,
1444,K19577,K19577,,,
1446,K03604,K03604,,,
1450,K00793,K00793,,,
1451,K03327,K03327,,,
1454,K04080,K04080,,,
1457,K01673,K01673,,,
1467,K02073,K02073,,,
1468,K02072,K02072,,,
1469,K02071,K02071,,,
1470,K01697,K01697,,,
1471,K01758,K01758,,,
1473,K06078,K06078,,,
1474,K19234,K19234,,,
1475,K02426,K02426,,,
1476,K11717,K11717,,,
1477,K09015,K09015,,,
1478,K09013,K09013,,,
1479,K09014,K09014,,,
1480,K05997,K05997,,,
1487,K00123,K00123,,,
1493,K07345,K07345,,,
1497,K19222,K19222,,,
1502,K01007,K01007,,,
1503,K09773,K09773,,,
1504,K01626,K01626,,,
1506,K16087,K16087,,,
1507,K07225,K07225,,,
1508,K02016,K02016,,,
1509,K02015,K02015,,,
1510,K02013,K02013,,,
1511,K08997,K08997,,,
1513,K13695,K13695,,,
1514,K06074,K06074,,,
1515,K00432,K00432,,,
1516,K06073,K06073,,,
1517,K04764,K04764,,,
1518,K01890,K01890,,,
1519,K01889,K01889,,,
1520,K02887,K02887,,,
1521,K02916,K02916,,,
1522,K02520,K02520,,,
1523,K01868,K01868,,,
1525,K07283,K07283,,,
1526,K16370,K16370,,,
1531,K00065,K00065,,,
1532,K07038,K07038,,,
1533,K06956,K06956,,,
1536,K15722,K15722,,,
1537,K03781,K03781,,,
1538,K03478,K03478,,,
1539,K01222,K01222,,,
1540,K03490,K03490,,,
1541,K02759,K02759,,,
1543,K02760,K02760,,,
1544,K04064,K04064,,,
1545,K01916,K01916,,,
1546,K05984,K05984,,,
1547,K09975,K09975,,,
1549,K05526,K05526,,,
1550,K01484,K01484,,,
1551,K06447,K06447,,,
1552,K00673,K00673,,,
1553,K00840,K00840,,,
1554,K01142,K01142,,,
1556,K05777,K05777,,,
1557,K05778,K05778,,,
1558,K05779,K05779,,,
1562,K08320,K08320,,,
1564,K00262,K00262,,,
1565,K03169,K03169,,,
1566,K01008,K01008,,,
1568,K04773,K04773,,,
1569,K01424,K01424,,,
1570,K08281,K08281,,,
1571,K01183,K01183,,,
1572,K09916,K09916,,,
1573,K07305,K07305,,,
1575,K01792,K01792,,,
1576,K07274,K07274,,,
1577,K07180,K07180,,,
1578,K09786,K09786,,,
1596,K19055,K19055,,,
1597,K03292,K03292,,,
1598,K01811,K01811,,,
1601,K03449,K03449,,,
1605,K09712,K09712,,,
1610,K00031,K00031,,,
1611,K06181,K06181,,,
1612,K12152,K12152,,,
1613,K00566,K00566,,,
1614,K07153,K07153,,,
1615,K01756,K01756,,,
1617,K07660,K07660,,,
1618,K07637,K07637,,,
1619,K18850,K18850,,,
1620,K07491,K07491,,,
1623,K11072,K11072,,,
1624,K11071,K11071,,,
1625,K11070,K11070,,,
1626,K11069,K11069,,,
1627,K12410,K12410,,,
1628,K00884,K00884,,,
1629,K09808,K09808,,,
1630,K09810,K09810,,,
1633,K03723,K03723,,,
1634,K19236,K19236,,,
1635,K12151,K12151,,,
1639,K07000,K07000,,,
1640,K01207,K01207,,,
1641,K07251,K07251,,,
1642,K07337,K07337,,,
1644,K02503,K02503,,,
1646,K02778,K02778,,,
1646,K02779,K02779,,,
1647,K03424,K03424,,,
1648,K02341,K02341,,,
1649,K00943,K00943,,,
1650,K07082,K07082,,,
1651,K02619,K02619,,,
1652,K09458,K09458,,,
1653,K02078,K02078,,,
1654,K00059,K00059,,,
1655,K00645,K00645,,,
1656,K00648,K00648,,,
1657,K03621,K03621,,,
1658,K02911,K02911,,,
1659,K07040,K07040,,,
1661,K06179,K06179,,,
1662,K08300,K08300,,,
1665,K02397,K02397,,,
1666,K02396,K02396,,,
1667,K02395,K02395,,,
1668,K02394,K02394,,,
1669,K02393,K02393,,,
1670,K02392,K02392,,,
1671,K02391,K02391,,,
1672,K02390,K02390,,,
1673,K02389,K02389,,,
1674,K02388,K02388,,,
1675,K02387,K02387,,,
1676,K02386,K02386,,,
1677,K02398,K02398,,,
1678,K02399,K02399,,,
1679,K03980,K03980,,,
1680,K03810,K03810,,,
1681,K09915,K09915,,,
1682,K03790,K03790,,,
1683,K08162,K08162,,,
1685,K01465,K01465,,,
1686,K12149,K12149,,,
1687,K12148,K12148,,,
1688,K02846,K02846,,,
1692,K07146,K07146,,,
1694,K08161,K08161,,,
1695,K12147,K12147,,,
1697,K03669,K03669,,,
1698,K03670,K03670,,,
1699,K11941,K11941,,,
1702,K04336,K04336,,,
1703,K04334,K04334,,,
1704,K04335,K04335,,,
1705,K04333,K04333,,,
1706,K04337,K04337,,,
1707,K04338,K04338,,,
1708,K06214,K06214,,,
1711,K04477,K04477,,,
1712,K12972,K12972,,,
1715,K06911,K06911,,,
1718,K03310,K03310,,,
1719,K06217,K06217,,,
1720,K16301,K16301,,,
1721,K07224,K07224,,,
1722,K07243,K07243,,,
1723,K03317,K03317,,,
1725,K11928,K11928,,,
1726,K13821,K13821,,,
1728,K09017,K09017,,,
1729,K09018,K09018,,,
1730,K09020,K09020,,,
1731,K09021,K09021,,,
1732,K09023,K09023,,,
1733,K09019,K09019,,,
1734,K09024,K09024,,,
1735,K09016,K09016,,,
1737,K06884,K06884,,,
1738,K03809,K03809,,,
1740,K01085,K01085,,,
1754,K19416,K19416,,,
1755,K11179,K11179,,,
1756,K01512,K01512,,,
1757,K06969,K06969,,,
1758,K11940,K11940,,,
1759,K06929,K06929,,,
1760,K09909,K09909,,,
1761,K01734,K01734,,,
1762,K03658,K03658,,,
1765,K07343,K07343,,,
1766,K13053,K13053,,,
1767,K03286,K03286,,,
1768,K09911,K09911,,,
1769,K04770,K04770,,,
1770,K01716,K01716,,,
1771,K03812,K03812,,,
1772,K09857,K09857,,,
1773,K06192,K06192,,,
1775,K15738,K15738,,,
1776,K12297,K12297,,,
1777,K07140,K07140,,,
1778,K18657,K18657,,,
1779,K00254,K00254,,,
1780,K00299,K00299,,,
1781,K15553,K15553,,,
1782,K04091,K04091,,,
1783,K15554,K15554,,,
1784,K15555,K15555,,,
1785,K01256,K01256,,,
1786,K00763,K00763,,,
1787,K01893,K01893,,,
1788,K09476,K09476,,,
1789,K00813,K00813,,,
1793,K03632,K03632,,,
1794,K03804,K03804,,,
1795,K03633,K03633,,,
1796,K06219,K06219,,,
1799,K00979,K00979,,,
1800,K09791,K09791,,,
1801,K09927,K09927,,,
1802,K00912,K00912,,,
1803,K11085,K11085,,,
1804,K02238,K02238,,,
1805,K05788,K05788,,,
1806,K02945,K02945,,,
1807,K00945,K00945,,,
1808,K00800,K00800,,,
1809,K00831,K00831,,,
1811,K09136,K09136,,,
1812,K06212,K06212,,,
1813,K00656,K00656,,,
1814,K04069,K04069,,,
1816,K08219,K08219,,,
1820,K01875,K01875,,,
1821,K07478,K07478,,,
1822,K03634,K03634,,,
1823,K03466,K03466,,,
1824,K03719,K03719,,,
1825,K00384,K00384,,,
1826,K16013,K16013,,,
1827,K16012,K16012,,,
1828,K00684,K00684,,,
1829,K02518,K02518,,,
1830,K03694,K03694,,,
1831,K06891,K06891,,,
1833,K05685,K05685,,,
1834,K13888,K13888,,,
1836,K07459,K07459,,,
1837,K06188,K06188,,,
1839,K05601,K05601,,,
1840,K11933,K11933,,,
1841,K00156,K00156,,,
1842,K01620,K01620,,,
1848,K02654,K02654,,,
1849,K02462,K02462,,,
1850,K02461,K02461,,,
1851,K02460,K02460,,,
